Anno;Tipo variazione;Codice Regione;Codice Istat del Comune;Denominazione Comune;Codice Istat del Comune associato alla variazione o nuovo codice Istat del Comune ;Denominazione Comune associata alla variazione o nuova denominazione;Provvedimento e Documento;Contenuto del provvedimento;Data decorrenza validità amministrativa
2018;CS;07;008068;Montalto Carpasio;008013;Carpasio;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Nuovo comune costituito mediante fusione dei comuni di Carpasio e Montalto Ligure;01/01/2018
2018;CS;07;008068;Montalto Carpasio;008036;Montalto Ligure;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Nuovo comune costituito mediante fusione dei comuni di Carpasio e Montalto Ligure;01/01/2018
2018;AQ;07;008068;Montalto Carpasio;008013;Carpasio;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Carpasio e Montalto Ligure;01/01/2018
2018;AQ;07;008068;Montalto Carpasio;008036;Montalto Ligure;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Carpasio e Montalto Ligure;01/01/2018
2018;ES;07;008013;Carpasio;008068;Montalto Carpasio;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Soppresso e unitamente al comune di Montalto Ligure passa a costituire il nuovo comune di Montalto Carpasio;01/01/2018
2018;ES;07;008036;Montalto Ligure;008068;Montalto Carpasio;"Legge regionale 2 agosto 2017, n. 21; B.U.R. n. 12, Parte prima del 9 agosto 2017";Soppresso e unitamente al comune di Carpasio passa a costituire il nuovo comune di Montalto Carpasio;01/01/2018
2018;CS;08;033049;Alta Val Tidone;033009;Caminata;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante fusione dei comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;CS;08;033049;Alta Val Tidone;033029;Nibbiano;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante fusione dei comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;CS;08;033049;Alta Val Tidone;033031;Pecorara;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante fusione dei comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;AQ;08;033049;Alta Val Tidone;033009;Caminata;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;AQ;08;033049;Alta Val Tidone;033029;Nibbiano;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;AQ;08;033049;Alta Val Tidone;033031;Pecorara;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Caminata, Nibbiano e Pecorara;01/01/2018
2018;ES;08;033009;Caminata;033049;Alta Val Tidone;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Soppresso e unitamente ai comuni di Nibbiano e Pecorara passano a costituire il nuovo comune di Alta Val Tidone;01/01/2018
2018;ES;08;033029;Nibbiano;033049;Alta Val Tidone;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Soppresso e unitamente ai comuni di Caminata e Pecorara passano a costituire il nuovo comune di Alta Val Tidone;01/01/2018
2018;ES;08;033031;Pecorara;033049;Alta Val Tidone;"Legge regionale 18 luglio 2017, n. 13; B.U.R. n. 203, Parte prima, del 18 luglio 2017";Soppresso e unitamente ai comuni di Caminata e Nibbiano passano a costituire il nuovo comune di Alta Val Tidone;01/01/2018
2018;CS;09;049021;Rio;049015;Rio Marina;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Rio Marina e Rio nell'Elba;01/01/2018
2018;CS;09;049021;Rio;049016;Rio nell'Elba;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Rio Marina e Rio nell'Elba;01/01/2018
2018;AQ;09;049021;Rio;049015;Rio Marina;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Rio Marina e Rio nell'Elba;01/01/2018
2018;AQ;09;049021;Rio;049016;Rio nell'Elba;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Rio Marina e Rio nell'Elba;01/01/2018
2018;ES;09;049015;Rio Marina;049021;Rio;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Soppresso e unitamente al comune di Rio nell'Elba passa a costituire il nuovo comune di Rio;01/01/2018
2018;ES;09;049016;Rio nell'Elba;049021;Rio;"Legge regionale 5 dicembre 2017, n. 65; B.U.R. n. 50 del 6 dicembre 2017";Soppresso e unitamente al comune di Rio Marina passa a costituire il nuovo comune di Rio;01/01/2018
2018;CS;09;051042;Laterina Pergine Valdarno;051019;Laterina;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Laterina e Pergine Valdarno;01/01/2018
2018;CS;09;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante fusione dei comuni di Laterina e Pergine Valdarno;01/01/2018
2018;AQ;09;051042;Laterina Pergine Valdarno;051019;Laterina;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Laterina e Pergine Valdarno;01/01/2018
2018;AQ;09;051042;Laterina Pergine Valdarno;051028;Pergine Valdarno;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Laterina e Pergine Valdarno;01/01/2018
2018;ES;09;051019;Laterina;051042;Laterina Pergine Valdarno;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Soppresso e unitamente al comune di Pergine Valdarno passa a costituire il nuovo comune di Laterina Pergine Valdarno;01/01/2018
2018;ES;09;051028;Pergine Valdarno;051042;Laterina Pergine Valdarno;"Legge regionale 5 dicembre 2017, n. 66; B.U.R. n. 50 del 6 dicembre 2017";Soppresso e unitamente al comune di Laterina passa a costituire il nuovo comune di Laterina Pergine Valdarno;01/01/2018
2018;CS;06;030190;Fiumicello Villa Vicentina;030038;Fiumicello;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Fiumicello e Villa Vicentina;01/02/2018
2018;CS;06;030190;Fiumicello Villa Vicentina;030134;Villa Vicentina;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Fiumicello e Villa Vicentina;01/02/2018
2018;AQ;06;030190;Fiumicello Villa Vicentina;030038;Fiumicello;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Fiumicello e Villa Vicentina;01/02/2018
2018;AQ;06;030190;Fiumicello Villa Vicentina;030134;Villa Vicentina;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Fiumicello e Villa Vicentina;01/02/2018
2018;ES;06;030038;Fiumicello;030190;Fiumicello Villa Vicentina;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Soppresso e unitamente al comune di Villa Vicentina passa a costituire il nuovo comune di Fiumicello Villa Vicentina;01/02/2018
2018;ES;06;030134;Villa Vicentina;030190;Fiumicello Villa Vicentina;"Legge regionale 28 dicembre 2017, n. 48; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Soppresso e unitamente al comune di Fiumicello passa a costituire il nuovo comune di Fiumicello Villa Vicentina;01/02/2018
2018;CS;06;030191;Treppo Ligosullo;030125;Treppo Carnico;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Treppo Carnico e Ligosullo;01/02/2018
2018;CS;06;030191;Treppo Ligosullo;030050;Ligosullo;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Treppo Carnico e Ligosullo;01/02/2018
2018;AQ;06;030191;Treppo Ligosullo;030125;Treppo Carnico;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Treppo Carnico e Ligosullo;01/02/2018
2018;AQ;06;030191;Treppo Ligosullo;030050;Ligosullo;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Treppo Carnico e Ligosullo;01/02/2018
2018;ES;06;030125;Treppo Carnico;030191;Treppo Ligosullo;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Soppresso e unitamente al comune di Ligosullo passa a costituire il nuovo comune di Treppo Ligosullo;01/02/2018
2018;ES;06;030050;Ligosullo;030191;Treppo Ligosullo;"Legge regionale 28 dicembre 2017, n. 47; Suppl. ord. n. 5 del 5 gennaio 2018 al B.U.R. n. 1 del 3 gennaio 2018";Soppresso e unitamente al comune di Treppo Carnico passa a costituire il nuovo comune di Treppo Ligosullo;01/02/2018
2018;CS;05;028107;Borgo Veneto;028074;Saletto;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;CS;05;028107;Borgo Veneto;028081;Santa Margherita d'Adige;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;CS;05;028107;Borgo Veneto;028051;Megliadino San Fidenzio;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;AQ;05;028107;Borgo Veneto;028074;Saletto;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;AQ;05;028107;Borgo Veneto;028081;Santa Margherita d'Adige;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;AQ;05;028107;Borgo Veneto;028051;Megliadino San Fidenzio;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Saletto, Santa Margherita d'Adige e Megliadino San Fidenzio;17/02/2018
2018;ES;05;028074;Saletto;028107;Borgo Veneto;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Soppresso e unitamente ai comuni di Santa Margherita d'Adige e Megliadino San Fidenzio passa a costituire il nuovo comune di Borgo Veneto;17/02/2018
2018;ES;05;028081;Santa Margherita d'Adige;028107;Borgo Veneto;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Soppresso e unitamente ai comuni di Saletto e Megliadino San Fidenzio passa a costituire il nuovo comune di Borgo Veneto;17/02/2018
2018;ES;05;028051;Megliadino San Fidenzio;028107;Borgo Veneto;"Legge regionale 16 febbraio 2018, n. 6; B.U.R. n. 16 del 16 febbraio gennaio 2018";Soppresso e unitamente ai comuni di Saletto e Santa Margherita d'Adige passa a costituire il nuovo comune di Borgo Veneto;17/02/2018
2018;CS;05;024124;Barbarano Mossano;024011;Barbarano Vicentino;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Barbarano Vicentino e Mossano ;17/02/2018
2018;CS;05;024124;Barbarano Mossano;024069;Mossano;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante fusione dei comuni di Barbarano Vicentino e Mossano ;17/02/2018
2018;AQ;05;024124;Barbarano Mossano;024011;Barbarano Vicentino;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Barbarano Vicentino e Mossano ;17/02/2018
2018;AQ;05;024124;Barbarano Mossano;024069;Mossano;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Barbarano Vicentino e Mossano ;17/02/2018
2018;ES;05;024011;Barbarano Vicentino;024124;Barbarano Mossano;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Soppresso e unitamente al comune di Mossano passa a costituire il nuovo comune di Barbarano Mossano;17/02/2018
2018;ES;05;024069;Mossano;024124;Barbarano Mossano;"Legge regionale 9 febbraio 2018, n. 5; B.U.R. n. 16 del 16 febbraio gennaio 2018";Soppresso e unitamente al comune di Barbarano Vicentino passa a costituire il nuovo comune di Barbarano Mossano;17/02/2018
2018;AP;03;097080;Torre de' Busi;016215;;"Legge 29 dicembre 2017, n. 225; G.U. n. 21 del 26 gennaio 2018";Distacco del comune di Torre de' Busi dalla provincia di Lecco e relativa aggregazione alla provincia di Bergamo;27/01/2018
2018;AQ;19;087018;Grammichele;087027;Mineo;"Legge della regione Sicilia 8 febbraio 2018, n. 2; Suppl.ord. n. 1 alla G.U.R.S. (p.I) n. 8 del 16 febbraio 2018 (n.9)";Rettifica di confine con il comune di Mineo;17/02/2018
2018;CE;19;087027;Mineo;087018;Grammichele;"Legge della regione Sicilia 8 febbraio 2018, n. 2; Suppl.ord. n. 1 alla G.U.R.S. (p.I) n. 8 del 16 febbraio 2018 (n.9)";Rettifica di confine con il comune di Grammichele;17/02/2018
2018;CS;18;078157;Corigliano-Rossano;078044;Corigliano Calabro;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Nuovo comune costituito mediante fusione dei comuni di Corigliano Calabro e Rossano;31/03/2018
2018;CS;18;078157;Corigliano-Rossano;078108;Rossano;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Nuovo comune costituito mediante fusione dei comuni di Corigliano Calabro e Rossano;31/03/2018
2018;AQ;18;078157;Corigliano-Rossano;078044;Corigliano Calabro;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Nuovo comune costituito mediante aggregazione dei comuni di Corigliano Calabro e Rossano;31/03/2018
2018;AQ;18;078157;Corigliano-Rossano;078108;Rossano;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Nuovo comune costituito mediante aggregazione dei comuni di Corigliano Calabro e Rossano;31/03/2018
2018;ES;18;078044;Corigliano Calabro;078157;Corigliano-Rossano;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Soppresso e unitamente al comune di Rossano passa a costituire il nuovo comune di Corigliano-Rossano;31/03/2018
2018;ES;18;078108;Rossano;078157;Corigliano-Rossano;"Legge regionale 2 febbraio 2018, n. 2; B.U.R. n. 13 del 2 febbraio 2018";Soppresso e unitamente al comune di Corigliano Calabro passa a costituire il nuovo comune di Corigliano-Rossano;31/03/2018
2018;AQ;20;095067;Tresnuraghes;095083;Magomadas;Sentenza della Corte costituzionale n. 21 del 23 marzo 2018 con cui è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.;Ripristinati i confini esistenti tra i comuni di Magomadas e Tresnuraghes antecedenti l'entrata in vigore la L.R. n. 4/2017;
2018;CE;20;095067;Tresnuraghes;095083;Magomadas;Sentenza della Corte costituzionale n. 21 del 23 marzo 2018 con cui è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.;Ripristinati i confini esistenti tra i comuni di Magomadas e Tresnuraghes antecedenti l'entrata in vigore la L.R. n. 4/2017;
2018;AQ;20;095083;Magomadas;095067;Tresnuraghes;Sentenza della Corte costituzionale n. 21 del 23 marzo 2018 con cui è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.;Ripristinati i confini esistenti tra i comuni di Magomadas e Tresnuraghes antecedenti l'entrata in vigore la L.R. n. 4/2017;
2018;CE;20;095083;Magomadas;095067;Tresnuraghes;Sentenza della Corte costituzionale n. 21 del 23 marzo 2018 con cui è dichiarata l'incostituzionalità della L.R. n. 4/2017 di cui sono annullati gli effetti.;Ripristinati i confini esistenti tra i comuni di Magomadas e Tresnuraghes antecedenti l'entrata in vigore la L.R. n. 4/2017;
2018;CD;04;022250;Sèn Jan di Fassa-Sèn Jan;022250;San Giovanni di Fassa-Sèn Jan;"Sentenza della Corte Costituzionale n. 210/2018; B.U.R. n. 49 del 6 dicembre 2018";Assunta la nuova denominazione di San Giovanni di Fassa-Sèn Jan;07/12/2018
2019;CS;01;001317;Val di Chy;001005;Alice Superiore;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante fusione dei comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;CS;01;001317;Val di Chy;001138;Lugnacco;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante fusione dei comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;CS;01;001317;Val di Chy;001182;Pecco;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante fusione dei comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;AQ;01;001317;Val di Chy;001005;Alice Superiore;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;AQ;01;001317;Val di Chy;001138;Lugnacco;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;AQ;01;001317;Val di Chy;001182;Pecco;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Nuovo comune costituito mediante aggregazione dei soppressi comuni di Alice Superiore, Lugnacco e Pecco;01/01/2019
2019;ES;01;001005;Alice Superiore;001317;Val di Chy;"Legge regionale 19 luglio 2018, n. 10; B.U.R. n. 30, Suppl. n. 3 del 26 luglio 2018";Soppresso e unitamente ai comuni di Lugnacco e Pecco passa a costituire il nuovo comune di Val di Chy;01/01/2019
